2024-07-04 18:05:48.420 +0000 [info] [] Start
2024-07-04 18:06:00.088 +0000 [error] [phantom_logger] bq_sleep: Operation canceled
2024-07-04 18:06:00.088 +0000 [error] [monitor_io] bq_sleep: Operation canceled
2024-07-04 18:06:00.088 +0000 [error] [benchmark_io stream_method benchmark_logger] bq_sleep: Operation canceled
2024-07-04 18:06:00.088 +0000 [error] [benchmark_io stream_method brief_logger] bq_sleep: Operation canceled
2024-07-04 18:06:00.088 +0000 [error] [monitor_io] bq_sleep: Operation canceled
2024-07-04 18:06:00.100 +0000 [error] [benchmark_io 048] poll: Operation canceled
2024-07-04 18:06:00.101 +0000 [error] [benchmark_io 046] poll: Operation canceled
2024-07-04 18:06:00.101 +0000 [error] [benchmark_io 045] poll: Operation canceled
2024-07-04 18:06:00.101 +0000 [error] [benchmark_io 049] poll: Operation canceled
2024-07-04 18:06:00.101 +0000 [error] [benchmark_io 051] poll: Operation canceled
2024-07-04 18:06:00.102 +0000 [error] [benchmark_io 050] poll: Operation canceled
2024-07-04 18:06:00.102 +0000 [error] [benchmark_io 054] poll: Operation canceled
2024-07-04 18:06:00.102 +0000 [error] [benchmark_io 055] poll: Operation canceled
2024-07-04 18:06:00.103 +0000 [error] [benchmark_io 053] poll: Operation canceled
2024-07-04 18:06:00.103 +0000 [error] [benchmark_io 052] poll: Operation canceled
2024-07-04 18:06:00.103 +0000 [error] [benchmark_io 056] poll: Operation canceled
2024-07-04 18:06:00.103 +0000 [error] [benchmark_io 058] poll: Operation canceled
2024-07-04 18:06:00.104 +0000 [error] [benchmark_io 057] poll: Operation canceled
2024-07-04 18:06:00.104 +0000 [error] [benchmark_io 061] poll: Operation canceled
2024-07-04 18:06:00.104 +0000 [error] [benchmark_io 062] poll: Operation canceled
2024-07-04 18:06:00.104 +0000 [error] [benchmark_io 060] poll: Operation canceled
2024-07-04 18:06:00.104 +0000 [error] [benchmark_io 059] poll: Operation canceled
2024-07-04 18:06:00.105 +0000 [error] [benchmark_io 063] poll: Operation canceled
2024-07-04 18:06:00.105 +0000 [error] [benchmark_io 065] poll: Operation canceled
2024-07-04 18:06:00.105 +0000 [error] [benchmark_io 064] poll: Operation canceled
2024-07-04 18:06:00.105 +0000 [error] [benchmark_io 068] poll: Operation canceled
2024-07-04 18:06:00.106 +0000 [error] [benchmark_io 069] poll: Operation canceled
2024-07-04 18:06:00.106 +0000 [error] [benchmark_io 067] poll: Operation canceled
2024-07-04 18:06:00.106 +0000 [error] [benchmark_io 066] poll: Operation canceled
2024-07-04 18:06:00.106 +0000 [error] [benchmark_io 070] poll: Operation canceled
2024-07-04 18:06:00.106 +0000 [error] [benchmark_io 072] poll: Operation canceled
2024-07-04 18:06:00.107 +0000 [error] [benchmark_io 071] poll: Operation canceled
2024-07-04 18:06:00.107 +0000 [error] [benchmark_io 075] poll: Operation canceled
2024-07-04 18:06:00.107 +0000 [error] [benchmark_io 076] poll: Operation canceled
2024-07-04 18:06:00.107 +0000 [error] [benchmark_io 074] poll: Operation canceled
2024-07-04 18:06:00.108 +0000 [error] [benchmark_io 073] poll: Operation canceled
2024-07-04 18:06:00.108 +0000 [error] [benchmark_io 077] poll: Operation canceled
2024-07-04 18:06:00.108 +0000 [error] [benchmark_io 079] poll: Operation canceled
2024-07-04 18:06:00.109 +0000 [error] [benchmark_io 078] poll: Operation canceled
2024-07-04 18:06:00.109 +0000 [error] [benchmark_io 082] poll: Operation canceled
2024-07-04 18:06:00.110 +0000 [error] [benchmark_io 083] poll: Operation canceled
2024-07-04 18:06:00.110 +0000 [error] [benchmark_io 081] poll: Operation canceled
2024-07-04 18:06:00.110 +0000 [error] [benchmark_io 080] poll: Operation canceled
2024-07-04 18:06:00.110 +0000 [error] [benchmark_io 084] poll: Operation canceled
2024-07-04 18:06:00.111 +0000 [error] [benchmark_io 086] poll: Operation canceled
2024-07-04 18:06:00.111 +0000 [error] [benchmark_io 085] poll: Operation canceled
2024-07-04 18:06:00.111 +0000 [error] [benchmark_io 089] poll: Operation canceled
2024-07-04 18:06:00.112 +0000 [error] [benchmark_io 090] poll: Operation canceled
2024-07-04 18:06:00.112 +0000 [error] [benchmark_io 088] poll: Operation canceled
2024-07-04 18:06:00.112 +0000 [error] [benchmark_io 087] poll: Operation canceled
2024-07-04 18:06:00.112 +0000 [error] [benchmark_io 091] poll: Operation canceled
2024-07-04 18:06:00.113 +0000 [error] [benchmark_io 093] poll: Operation canceled
2024-07-04 18:06:00.113 +0000 [error] [benchmark_io 092] poll: Operation canceled
2024-07-04 18:06:00.113 +0000 [error] [benchmark_io 096] poll: Operation canceled
2024-07-04 18:06:00.113 +0000 [error] [benchmark_io 097] poll: Operation canceled
2024-07-04 18:06:00.114 +0000 [error] [benchmark_io 095] poll: Operation canceled
2024-07-04 18:06:00.114 +0000 [error] [benchmark_io 094] poll: Operation canceled
2024-07-04 18:06:00.114 +0000 [error] [benchmark_io 098] poll: Operation canceled
2024-07-04 18:06:00.115 +0000 [error] [benchmark_io 100] poll: Operation canceled
2024-07-04 18:06:00.115 +0000 [error] [benchmark_io 099] poll: Operation canceled
2024-07-04 18:06:00.115 +0000 [error] [benchmark_io 103] poll: Operation canceled
2024-07-04 18:06:00.116 +0000 [error] [benchmark_io 104] poll: Operation canceled
2024-07-04 18:06:00.116 +0000 [error] [benchmark_io 102] poll: Operation canceled
2024-07-04 18:06:00.116 +0000 [error] [benchmark_io 101] poll: Operation canceled
2024-07-04 18:06:00.116 +0000 [error] [benchmark_io 105] poll: Operation canceled
2024-07-04 18:06:00.117 +0000 [error] [benchmark_io 107] poll: Operation canceled
2024-07-04 18:06:00.117 +0000 [error] [benchmark_io 106] poll: Operation canceled
2024-07-04 18:06:00.117 +0000 [error] [benchmark_io 110] poll: Operation canceled
2024-07-04 18:06:00.118 +0000 [error] [benchmark_io 111] poll: Operation canceled
2024-07-04 18:06:00.118 +0000 [error] [benchmark_io 109] poll: Operation canceled
2024-07-04 18:06:00.118 +0000 [error] [benchmark_io 108] poll: Operation canceled
2024-07-04 18:06:00.118 +0000 [error] [benchmark_io 112] poll: Operation canceled
2024-07-04 18:06:00.118 +0000 [error] [benchmark_io 114] poll: Operation canceled
2024-07-04 18:06:00.119 +0000 [error] [benchmark_io 113] poll: Operation canceled
2024-07-04 18:06:00.119 +0000 [error] [benchmark_io 117] poll: Operation canceled
2024-07-04 18:06:00.119 +0000 [error] [benchmark_io 118] poll: Operation canceled
2024-07-04 18:06:00.119 +0000 [error] [benchmark_io 116] poll: Operation canceled
2024-07-04 18:06:00.120 +0000 [error] [benchmark_io 115] poll: Operation canceled
2024-07-04 18:06:00.120 +0000 [error] [benchmark_io 119] poll: Operation canceled
2024-07-04 18:06:00.120 +0000 [error] [benchmark_io 121] poll: Operation canceled
2024-07-04 18:06:00.120 +0000 [error] [benchmark_io 120] poll: Operation canceled
2024-07-04 18:06:00.121 +0000 [error] [benchmark_io 124] poll: Operation canceled
2024-07-04 18:06:00.121 +0000 [error] [benchmark_io 125] poll: Operation canceled
2024-07-04 18:06:00.121 +0000 [error] [benchmark_io 123] poll: Operation canceled
2024-07-04 18:06:00.122 +0000 [error] [benchmark_io 122] poll: Operation canceled
2024-07-04 18:06:00.122 +0000 [error] [benchmark_io 126] poll: Operation canceled
2024-07-04 18:06:00.122 +0000 [error] [benchmark_io 128] poll: Operation canceled
2024-07-04 18:06:00.122 +0000 [error] [benchmark_io 127] poll: Operation canceled
2024-07-04 18:06:00.123 +0000 [error] [benchmark_io 131] poll: Operation canceled
2024-07-04 18:06:00.123 +0000 [error] [benchmark_io 132] poll: Operation canceled
2024-07-04 18:06:00.123 +0000 [error] [benchmark_io 130] poll: Operation canceled
2024-07-04 18:06:00.123 +0000 [error] [benchmark_io 129] poll: Operation canceled
2024-07-04 18:06:00.124 +0000 [error] [benchmark_io 133] poll: Operation canceled
2024-07-04 18:06:00.124 +0000 [error] [benchmark_io 135] poll: Operation canceled
2024-07-04 18:06:00.124 +0000 [error] [benchmark_io 134] poll: Operation canceled
2024-07-04 18:06:00.125 +0000 [error] [benchmark_io 138] poll: Operation canceled
2024-07-04 18:06:00.125 +0000 [error] [benchmark_io 139] poll: Operation canceled
2024-07-04 18:06:00.125 +0000 [error] [benchmark_io 137] poll: Operation canceled
2024-07-04 18:06:00.127 +0000 [error] [benchmark_io 146] poll: Operation canceled
2024-07-04 18:06:00.125 +0000 [error] [benchmark_io 136] poll: Operation canceled
2024-07-04 18:06:00.126 +0000 [error] [benchmark_io 140] poll: Operation canceled
2024-07-04 18:06:00.128 +0000 [error] [benchmark_io 143] poll: Operation canceled
2024-07-04 18:06:00.126 +0000 [error] [benchmark_io 142] poll: Operation canceled
2024-07-04 18:06:00.127 +0000 [error] [benchmark_io 141] poll: Operation canceled
2024-07-04 18:06:00.127 +0000 [error] [benchmark_io 145] poll: Operation canceled
2024-07-04 18:06:00.127 +0000 [error] [benchmark_io 144] poll: Operation canceled
2024-07-04 18:06:00.128 +0000 [error] [benchmark_io 153] poll: Operation canceled
2024-07-04 18:06:00.128 +0000 [error] [benchmark_io 147] poll: Operation canceled
2024-07-04 18:06:00.128 +0000 [error] [benchmark_io 150] poll: Operation canceled
2024-07-04 18:06:00.129 +0000 [error] [benchmark_io 149] poll: Operation canceled
2024-07-04 18:06:00.129 +0000 [error] [benchmark_io 148] poll: Operation canceled
2024-07-04 18:06:00.129 +0000 [error] [benchmark_io 152] poll: Operation canceled
2024-07-04 18:06:00.129 +0000 [error] [benchmark_io 151] poll: Operation canceled
2024-07-04 18:06:00.130 +0000 [error] [benchmark_io 154] poll: Operation canceled
2024-07-04 18:06:00.131 +0000 [error] [benchmark_io 155] poll: Operation canceled
2024-07-04 18:06:00.133 +0000 [error] [benchmark_io 156] poll: Operation canceled
2024-07-04 18:06:00.138 +0000 [error] [benchmark_io] cond-wait: Operation canceled
2024-07-04 18:06:00.139 +0000 [info] [] Exit
