2024-07-05 13:48:55.039 +0000 [info] [] Start
2024-07-05 13:49:16.702 +0000 [error] [benchmark_io 500] format error
2024-07-05 13:49:52.217 +0000 [error] [phantom_logger] bq_sleep: Operation canceled
2024-07-05 13:49:52.218 +0000 [error] [benchmark_io stream_method brief_logger] bq_sleep: Operation canceled
2024-07-05 13:49:52.218 +0000 [error] [monitor_io] bq_sleep: Operation canceled
2024-07-05 13:49:52.218 +0000 [error] [benchmark_io stream_method benchmark_logger] bq_sleep: Operation canceled
2024-07-05 13:49:52.218 +0000 [error] [monitor_io] bq_sleep: Operation canceled
2024-07-05 13:49:52.242 +0000 [error] [benchmark_io 413] poll: Operation canceled
2024-07-05 13:49:52.243 +0000 [error] [benchmark_io 414] poll: Operation canceled
2024-07-05 13:49:52.243 +0000 [error] [benchmark_io 403] poll: Operation canceled
2024-07-05 13:49:52.243 +0000 [error] [benchmark_io 409] poll: Operation canceled
2024-07-05 13:49:52.243 +0000 [error] [benchmark_io 412] poll: Operation canceled
2024-07-05 13:49:52.244 +0000 [error] [benchmark_io 415] poll: Operation canceled
2024-07-05 13:49:52.244 +0000 [error] [benchmark_io 418] poll: Operation canceled
2024-07-05 13:49:52.244 +0000 [error] [benchmark_io 420] poll: Operation canceled
2024-07-05 13:49:52.245 +0000 [error] [benchmark_io 421] poll: Operation canceled
2024-07-05 13:49:52.245 +0000 [error] [benchmark_io 410] poll: Operation canceled
2024-07-05 13:49:52.245 +0000 [error] [benchmark_io 416] poll: Operation canceled
2024-07-05 13:49:52.246 +0000 [error] [benchmark_io 419] poll: Operation canceled
2024-07-05 13:49:52.246 +0000 [error] [benchmark_io 422] poll: Operation canceled
2024-07-05 13:49:52.247 +0000 [error] [benchmark_io 432] poll: Operation canceled
2024-07-05 13:49:52.248 +0000 [error] [benchmark_io 417] poll: Operation canceled
2024-07-05 13:49:52.248 +0000 [error] [benchmark_io 423] poll: Operation canceled
2024-07-05 13:49:52.249 +0000 [error] [benchmark_io 426] poll: Operation canceled
2024-07-05 13:49:52.250 +0000 [error] [benchmark_io] cond-wait: Operation canceled
2024-07-05 13:49:52.254 +0000 [error] [benchmark_io 433] poll: Operation canceled
2024-07-05 13:49:52.254 +0000 [error] [benchmark_io 425] poll: Operation canceled
2024-07-05 13:49:52.254 +0000 [error] [benchmark_io 424] poll: Operation canceled
2024-07-05 13:49:52.255 +0000 [error] [benchmark_io 431] poll: Operation canceled
2024-07-05 13:49:52.256 +0000 [info] [] Exit
